0.054189052	-0.09441459	-0.0421421	-0.08009555	-0.009206247	0.023689559	0.09361412	0.0050160596	-0.020263527	-0.07519227	0.0576886	0.06289941	-0.03285932	-0.028299434	0.035650875	-0.014209003
-0.0007577638	-0.025872521	0.0028874106	-0.088054374	-0.015462507	0.07754424	0.106498055	0.03979768	0.021783223	-0.08091543	-0.003832487	0.057629433	-0.054234777	-0.06406288	0.05718642	0.002932063
0.07091483	-0.045535907	0.025102638	-0.058149252	0.022921821	0.046938576	0.04100001	0.04346678	-0.049832754	-0.052220378	-0.042575967	-0.0035573384	-0.0564997	-0.01286371	-0.006291466	-0.009266262
0.04435278	-0.041521814	-0.016877932	-0.08959941	0.020999882	0.050167188	0.06864438	-0.0501443	-0.116971016	-0.09600531	0.06137172	0.049873587	-0.07236465	-0.0545613	0.04525579	0.0030643889
0.050774984	-0.023176579	-0.067165464	-0.047357995	0.0136441635	-0.031283885	0.053364094	-0.039210856	-0.042553145	-0.0457179	-0.015936295	0.014538589	-0.024864797	-0.022393923	0.022300204	0.0069971294
0.055972792	-0.062034458	-0.013767207	-0.1514487	-0.06488884	-0.022268867	0.044277947	-0.036797393	-0.07608355	-0.06032235	0.056749616	0.10050853	0.0045991945	0.043932114	0.0053530247	0.02966442
0.12407223	-0.09091323	-0.020992402	-0.1050112	0.0071539283	0.054530893	0.07532722	-0.04718547	-0.046238136	-0.108053915	0.025863502	0.13373044	-0.09112287	-0.0926758	0.032883067	-0.0503026
-0.0036167847	-0.034621608	0.011521009	-0.10890033	0.018049464	0.08316194	0.030181756	-0.06928546	-0.020522706	-0.03630065	0.006839414	0.04069922	-0.0036222693	-0.009492122	-0.04944095	0.03687678
-0.0082588205	-0.06733918	0.017789619	-0.03482914	0.06003367	0.089552246	0.05136036	0.030842515	-0.03248307	-0.07047668	-0.015601616	0.021626433	-0.016540455	-0.053867504	-0.04106376	-0.020315351
0.026752824	-0.047473587	0.00092022424	0.01006217	-0.015708374	0.08341801	0.056937605	0.0030018366	-0.059527412	-0.09905849	-0.045155488	0.062846616	-0.100991145	-0.046598006	0.005509836	-0.055447686
0.11457915	-0.07088416	-0.003685843	-0.052622452	0.012993365	0.06002358	0.03626976	-0.044066854	-0.031050242	-0.061027627	0.024328858	-0.023404144	-0.047078032	-0.069444254	0.053943884	-0.10836232
0.087108694	-0.11049121	-0.018146705	-0.014917964	-0.07188501	0.035375178	0.02125954	-0.09129626	-0.018777758	-0.06229379	0.05301416	0.121023506	-0.10453882	-0.05294438	0.06138395	0.024561856
0.051122174	0.048992462	-0.007959366	-0.05932962	-0.0033617853	0.052711498	-0.006153912	-0.0597465	-0.06335647	0.053193133	0.048606925	0.059520412	-0.041085068	-0.044223916	-0.041314844	-0.0051778867
